8210B3355701,335571,Hanover Bus Park,,52.833738,-6.926948,,,,
8210B3355702,335572,Carlow Coach Park,,52.8337290087413,-6.92696334742696,,,,
8210B339081,339081,Seskin Road,,52.7388720012359,-6.98568732045988,,,,
8210B3394301,339431,Royal Oak Road,,52.7037905997953,-6.98460691244028,,,,
8210B3511401,351141,Rathvilly,,52.8806191573759,-6.69524785426883,,,,
8210B3511402,351142,Rathvilly,,52.8806191573759,-6.69524785426883,,,,
8210B3511801,351181,Kildavin,,52.683916,-6.685386,,,,
8210B351711,351711,Ballon,,52.7401879532436,-6.77039976288263,,,,
8210B351721,351721,Ballon,,52.7400872675218,-6.77022488071272,,,,
8210B3555602,355562,The Square Tullow,,52.8029355076111,-6.73616514706818,,,,
8210B3555603,355563,Tullow,,52.8029356655176,-6.73617997356989,,,,
8210B3555604,355564,Tullow,,52.8031232569624,-6.73607071603336,,,,
8210B5981201,598121,Carlow IT,,52.8300543996409,-6.93612116551754,,,,
8210IR0001,,Muine Bheag (Bagenalstown),,52.69918,-6.952653,,,,
8210IR0002,,Carlow,,52.840788,-6.922622,,,,
8210LL10003,10003,Kildavin,,52.6833899377097,-6.68498296083434,,,,
8210LL10438,10438,Rathtoe,,52.7879643609432,-6.8005729956684,,,,
8210LL10440,10440,Flynns Garage,,52.804728391432,-6.73234590614942,,,,
8210LL10874,10874,Tinryland Junction,,52.8044669090776,-6.88922620183494,,,,
8210PB000012,,Borris,,52.6001859125554,-6.92398459557205,,,,
8210PB000017,,Carlow Coach Park,,52.8336292224146,-6.92686191787065,,,,
8220000002,,The Green Room,,53.3498827598071,-6.23023166555945,,,,
8220000003,,Terminal 2 Stena Line,,53.3503204434408,-6.19703105416237,,,,
8220000009,,Clerys,,53.3491854981678,-6.25982192079986,,,,
8220000060,,Trinity College,,53.3436935224134,-6.25918951227279,,,,
8220000107,,O Connell Street,,53.3510291485034,-6.26051291930063,,,,
8220000131,,The Point,,53.3468986674796,-6.22901847987634,,,,
8220000150,,Wynn's Hotel,,53.348562,-6.258961,,,,
8220000255,,Sussex Road,,53.3297282110855,-6.24890300350416,,,,
8220000357,,George's Quay,,53.3473721445556,-6.25259588973843,,,,
8220000372,,East Wall Road,,53.3507906820231,-6.22600301698392,,,,
8220000386,,Schoolhouse Hotel,,53.3372305636195,-6.23955550217558,,,,
8220000413,,The Gresham Hotel,,53.3517236557729,-6.26129581880893,,,,
8220000414,,The Gresham Hotel,,53.351482883111,-6.26080990001759,,,,
8220000415,,Belgrave Square East,,53.322753527936,-6.25996704366023,,,,
8220000416,,Opposite St Conleth's College,,53.3283454357654,-6.24044687608661,,,,
8220000417,,St Conleth's College,,53.328309947567,-6.24047836406792,,,,
8220000418,,Lithuanian Embassy,,53.3200143932816,-6.221725956384,,,,
8220000419,,Opposite St Michaels College,,53.3203428790827,-6.21783947368341,,,,
8220000420,,St Michaels College,,53.3202795524775,-6.21781209091451,,,,
8220000421,,Opposite Lithuanian Embassy,,53.3200505474777,-6.2217394638263,,,,
8220000440,,Eastpoint,,53.3582178457321,-6.22680629669534,,,,
8220000441,,Cumberland Street North,,53.3535885888436,-6.25789992368724,,,,
8220B007612,7612,Merrion Square,,53.341460253444,-6.25029956027018,,,,
8220B1000401,100041,Clare Street,,53.341434,-6.251562,,,,
8220B100061,100061,Donnybrook Stadium,,53.3199226645546,-6.23309292920971,,,,
8220B100071,100071,Donnybrook Stadium,,53.3201985891584,-6.23351684379239,,,,
8220B100111,100111,Westland Row,,53.343163,-6.249959,,,,
8220B1001401,100141,Whitehall,,53.3832628572882,-6.24410591269662,,,,
8220B100351,100351,Merrion Sq North,,53.3409427335809,-6.24994529768875,,,,
8220B100411,100411,Holles Street,,53.3398433311782,-6.24730214770428,,,,
8220B100421,100421,Merrion Street,,53.3393673855374,-6.25223240916396,,,,
8220B100461,100461,Merrion Road,,53.3283555138789,-6.22837542799152,,,,
8220B1009001,100901,St Margaret's Road,,53.4001982314926,-6.30834665852557,,,,
8220B1011301,101131,North Road,,53.40014650036,-6.30786746825518,,,,
8220B1011501,101151,Glasnevin,,53.369942933041,-6.27806175078419,,,,
8220B1021101,102111,Batchelors Walk,,53.346833,-6.262471,,,,
8220B1021801,102181,Donnybrook Church,,53.3185971380099,-6.23098620998623,,,,
8220B1043301,104331,Whitehall,,53.3839299240557,-6.24362746185334,,,,
8220B1046101,104611,Merrion Row,,53.3385331896343,-6.25480444135106,,,,
8220B1063801,106381,RTE,,53.3146997356063,-6.22577420211839,,,,
8220B106421,106421,3Arena,,53.3468793652771,-6.22892915852585,,,,
8220B10995,10995,Heuston Station,,53.3458575428185,-6.29388714847594,,,,
8220B111751,111751,Walnut Rise,,53.360193,-6.27261,,,,
8220B111761,111761,Westland Row Church,,53.342626,-6.250132,,,,
8220B111771,111771,Irish Life,,53.349115135278,-6.25561891627054,,,,
8220B111781,111781,Holles Street,,53.3401450526873,-6.24765020084269,,,,
8220B123511,123511,Convention Centre,,53.3474610564382,-6.23968971942789,,,,
8220B123531,123531,North Wall Quay,,53.3479034788415,-6.24715173539031,,,,
8220B1345801,134581,Finglas,,53.4014801545382,-6.30937862940909,,,,
8220B134961,134961,Dublin Busáras,,53.3499127208186,-6.25238682003711,,,,
8220B135001,135001,Dublin Busáras,,53.3495717825709,-6.25181494321315,,,,
8220B1350301,135031,Gardiner St Lower,,53.3487549295197,-6.25495768638166,,,,
8220B1351001,135101,Wellington Quay,,53.3458641751298,-6.26381729294171,,,,
8220B1351101,135111,George's Quay,,53.3473922763854,-6.25212943474867,,,,
8220B1351201,135121,Connolly Station,,53.3502180212919,-6.25052670165242,,,,
8220B1351401,135141,George's Quay,,53.3473826953875,-6.25331643588366,,,,
8220B1352701,135271,Custom House Quay,,53.3483592044049,-6.2537121112653,,,,
8220B1353101,135311,Wilton Terrace,,53.333451,-6.249021,,,,
8220B1353301,135331,Dawson Street,,53.340134371715,-6.25858361137312,,,,
8220B1353501,135351,Eden Quay,,53.3477999659065,-6.25849647173381,,,,
8220B1354001,135401,Heuston Station,,53.346033,-6.292647,,,,
8220B135411,135411,Wilton Terrace,,53.3324042088645,-6.2524120231696,,,,
8220B1354201,135421,Heuston Station,,53.346197,-6.292462,,,,
8220B136551,136551,Grand Parade,,53.3311450829316,-6.25235839578025,,,,
8220B211521,211521,Merrion Sq West,,53.3409101463996,-6.25078764576979,,,,
8220B3551501,355151,Vincent's Hospital,,53.3173579970596,-6.21598254819272,,,,
8220CO10996,10996,Parkgate St,,53.347888,-6.290712,,,,
8220DB000002,2,Parnell Square West,,53.3522443611383,-6.26372321891887,,,,
8220DB000003,3,Parnell Square West,,53.3523085514325,-6.26381074216825,,,,
8220DB000004,4,Parnell Square West,,53.352574513185,-6.26417548603797,,,,
8220DB000006,6,Parnell Square West,,53.3527493357046,-6.26445380396434,,,,
8220DB000007,7,Parnell Square West,,53.3528409105784,-6.26457026121749,,,,
8220DB000008,8,Parnell Square West,,53.3532722714822,-6.265183676574,,,,
8220DB000010,10,Parnell Square West,,53.3533921036473,-6.26538912389954,,,,
8220DB000011,11,St Joseph's Parade,,53.3568152335295,-6.26467919507526,,,,
8220DB000012,12,Upper Dorset Street,,53.3571075162022,-6.2643818673353,,,,
8220DB000014,14,Dorset Street Lower,,53.3585312378758,-6.2627765057087,,,,
8220DB000015,15,Innisfallen Parade,,53.3602667075964,-6.26097804267252,,,,
8220DB000016,16,Nephin Road Park,,53.3663915571411,-6.30561418352737,,,,
8220DB000017,17,Drumcondra Rail Stn,,53.3630783243779,-6.25839928847834,,,,
8220DB000018,18,Dargle Road,,53.3658559259166,-6.25595682067835,,,,
8220DB000019,19,Botanic Avenue,,53.3672348759324,-6.25559994097702,,,,
8220DB000021,21,DCU St Patrick's,,53.3701011992947,-6.25431059904442,,,,
8220DB000022,22,Home Farm Road,,53.3735036097406,-6.25280375269006,,,,
8220DB000023,23,Ferguson Road,,53.3742282800791,-6.256261004167,,,,
8220DB000024,24,Walsh Road,,53.3751331588841,-6.26037234812319,,,,
8220DB000025,25,Rathlin Road,,53.3758994661474,-6.26361773641709,,,,
8220DB000027,27,Ballymun Road,,53.3794389600107,-6.26658526126003,,,,
8220DB000028,28,Hampstead Avenue,,53.381578637628,-6.26600227077738,,,,
8220DB000029,29,Albert College Park,,53.3834882529457,-6.26566910125417,,,,
8220DB000030,30,Ventry Park,,53.370331900193,-6.30460116922913,,,,
8220DB000031,31,St Pappin's Road,,53.3860332259144,-6.268858077275,,,,
8220DB000032,32,Stormanstown Road,,53.3861955680738,-6.2713772010414,,,,
8220DB000033,33,Glasnevin Drive,,53.3887179243058,-6.27177114122451,,,,
8220DB000035,35,Dean Swift Road,,53.3862067871013,-6.270910692541,,,,
8220DB000036,36,Maolbuille Road,,53.386126850411,-6.26787706978339,,,,
8220DB000037,37,DCU Ballymun Road,,53.385346401194,-6.26488698131794,,,,
8220DB000038,38,Hampstead Avenue,,53.3822365941636,-6.26550952120506,,,,
8220DB000039,39,The Rise,,53.3804141869323,-6.26565875906589,,,,
8220DB000040,40,Stella Avenue,,53.3766607654507,-6.26466896852794,,,,
8220DB000041,41,Home Farm Road,,53.3755592683258,-6.26185800624669,,,,
8220DB000042,42,Corpus Christi NS,,53.3746502734575,-6.25746118972134,,,,
8220DB000043,43,Achill Road,,53.3738612202267,-6.25390131043392,,,,
8220DB000044,44,Skylon Hotel,,53.3730174091204,-6.25213230324296,,,,
8220DB000045,45,DCU St Patrick’s,,53.3699364344006,-6.25410694084966,,,,
8220DB000046,46,Botanic Avenue,,53.367131016215,-6.25525855655013,,,,
8220DB000047,47,Drumcondra Rail Stn,,53.3639161189927,-6.25729825652802,,,,
8220DB000048,48,Fitzroy Avenue,,53.3622573901228,-6.25880841233317,,,,
8220DB000049,49,Dorset Street Lower,,53.3600042378879,-6.26085350834054,,,,
8220DB000051,51,Temple Street,,53.3578104088094,-6.26327157246552,,,,
8220DB000052,52,Dorset Street Upper,,53.3566607792349,-6.26456528204098,,,,
8220DB000053,53,North Circular Road,,53.3600144884223,-6.26279128910752,,,,
8220DB000054,54,Mater Hospital,,53.3602216080548,-6.26590803396309,,,,
8220DB000055,55,Mountjoy,,53.3604116029234,-6.26846957982236,,,,
8220DB000056,56,Dalymount,,53.3607597246041,-6.2763736549141,,,,
8220DB000057,57,Dalymount,,53.3608162242918,-6.27655167484331,,,,
8220DB000058,58,Churchview Home,,53.3609462458913,-6.28120420246722,,,,
8220DB000059,59,Annamoe Terrace,,53.3610180101964,-6.28494256312827,,,,
8220DB000060,60,Quarry Road,,53.3612792196482,-6.28936450005445,,,,
8220DB000063,63,Faussaugh Avenue,,53.366792437293,-6.29275010805854,,,,
8220DB000064,64,Faussaugh Avenue Church,,53.3670885820667,-6.29523278220336,,,,
8220DB000065,65,Dingle Road,,53.3672546442386,-6.29805127641299,,,,
8220DB000066,66,Broombridge Road,,53.3672749883703,-6.30074034554992,,,,
8220DB000068,68,Ventry Drive,,53.369077508046,-6.30424523466641,,,,
8220DB000069,69,Carnlough Road,,53.3713925640935,-6.30334171689525,,,,
8220DB000071,71,Ventry Park,,53.3702576893289,-6.30443880530351,,,,
8220DB000072,72,Ventry Drive,,53.368969926025,-6.30426453600163,,,,
8220DB000073,73,Faussagh Avenue,,53.3673915527258,-6.3007206786557,,,,
8220DB000074,74,Faussaugh Avenue Church,,53.3672002385634,-6.29549881400778,,,,
8220DB000075,75,Fionnbarra GAA,,53.3665472298946,-6.29131731936794,,,,
8220DB000077,77,Quarry Road,,53.3613091819025,-6.28957365234688,,,,
8220DB000078,78,Annamoe Terrace,,53.3611492151906,-6.28406583527474,,,,
8220DB000079,79,Churchview Home,,53.3610212509762,-6.28079550562152,,,,
8220DB000080,80,Phibsborough PO,,53.360862963273,-6.27605396152962,,,,
8220DB000081,81,Phibsborough,,53.3608757479059,-6.27196662691607,,,,
8220DB000082,82,Phibsborough,,53.3607977959156,-6.27154908016382,,,,
8220DB000083,83,Mater Hospital,,53.3602792498223,-6.26554509616275,,,,
8220DB000084,84,Leo Street,,53.3601625615962,-6.26370178059102,,,,
8220DB000085,85,Wellpark Avenue,,53.3739579526136,-6.2519134296642,,,,
8220DB000086,86,Home Farm FC,,53.3760502204589,-6.25116639066169,,,,
8220DB000087,87,Clare Road,,53.3767517255719,-6.2548802899246,,,,
8220DB000088,88,Walnut Rise,,53.3772872552991,-6.2576992286456,,,,
8220DB000090,90,Albert College Court,,53.3863855316738,-6.26526567275522,,,,
8220DB000091,91,Ballymun Road NS,,53.3884278896483,-6.26540814207682,,,,
8220DB000092,92,Ballymun Library,,53.3898373340512,-6.26467424036105,,,,
8220DB000093,93,Gateway Avenue,,53.3923014677497,-6.26415297561013,,,,
8220DB000094,94,Civic Centre,,53.3960347624115,-6.26437695995448,,,,
8220DB000102,102,Balbutcher Lane,,53.397773070166,-6.26771985697013,,,,
8220DB000104,104,Poppintree Parade,,53.3997562075174,-6.27681294502528,,,,
8220DB000105,105,Belclare Park,,53.4029363966818,-6.28169269646949,,,,
8220DB000107,107,Crannogue Road,,53.4023798987989,-6.28049690990612,,,,
8220DB000110,110,Ard na Meala,,53.3979386409613,-6.26860038147331,,,,
8220DB000112,112,Civic Centre,,53.3961544015462,-6.2639510403018,,,,
8220DB000113,113,Trinity Comp School,,53.3922679629262,-6.26370325464247,,,,
8220DB000114,114,Ballymun Road,,53.3913333220544,-6.26371122925237,,,,
8220DB000115,115,Ballymun Road Church,,53.3879640919871,-6.26503610048148,,,,
8220DB000116,116,Griffith Lawns,,53.3776934606436,-6.25966673989336,,,,
8220DB000117,117,Walnut Rise,,53.3773659067251,-6.25754570845526,,,,
8220DB000118,118,Clare Road,,53.3766430016908,-6.25359209857681,,,,
8220DB000119,119,The Village,,53.3751904807235,-6.25076574528234,,,,
8220DB000126,126,Nursing Home,,53.3990954666854,-6.26408696056045,,,,
8220DB000127,127,Nursing Home,,53.3991075304805,-6.26368042823971,,,,
8220DB000128,128,Glasnevin Avenue,,53.3892678697418,-6.26568972261117,,,,
8220DB000129,129,Glasnevin Drive,,53.3898903154474,-6.27142293606878,,,,
8220DB000130,130,Glasnevin Park,,53.3900920127596,-6.27418126942505,,,,
8220DB000131,131,Willow Park Road,,53.3903858902624,-6.27834923697209,,,,
8220DB000132,132,Beneavin Park,,53.3905207424932,-6.2827191236982,,,,
8220DB000133,133,Grove Park Road,,53.3907969275881,-6.28630150947292,,,,
8220DB000134,134,Sycamore Road,,53.3930945913203,-6.28607386543561,,,,
8220DB000136,136,McKee Road,,53.3943802013894,-6.28985659650009,,,,
8220DB000137,137,Clancy Avenue,,53.3923167196303,-6.29263079481432,,,,
8220DB000138,138,St Canice's BNS,,53.3899950092672,-6.29180657264741,,,,
8220DB000139,139,Grove Park Road,,53.3906014624241,-6.28645971748872,,,,
8220DB000140,140,Beneavin Park,,53.3906344923641,-6.28250404674216,,,,
8220DB000141,141,Willow Park Road,,53.3904450850916,-6.27809124468715,,,,
8220DB000142,142,Glasnevin Park,,53.3901982852621,-6.27407172195534,,,,
8220DB000143,143,Willow Park Avenue,,53.389876708405,-6.2692433699802,,,,
8220DB000146,146,Na Fianna GAA Club,,53.3750401276319,-6.26509558567468,,,,
8220DB000147,147,Tolka Bridge,,53.3724802262386,-6.26583086212365,,,,
8220DB000148,148,Mobhi Road,,53.3706701663468,-6.26806850705825,,,,
8220DB000149,149,Tolka Bridge,,53.3731385872557,-6.26598446613778,,,,
8220DB000150,150,Na Fianna GAA Club,,53.3756588461862,-6.26499528302822,,,,
8220DB000151,151,Botanic Gardens,,53.3719552600192,-6.26929382771155,,,,
8220DB000153,153,Met Eireann,,53.3756885056236,-6.27013443946296,,,,
8220DB000154,154,St Brigid's School,,53.3772589962512,-6.27555703718651,,,,
8220DB000155,155,Old Finglas Road,,53.3778742492869,-6.27957552717572,,,,
8220DB000156,156,Tolka Estate,,53.378623390086,-6.28166473909492,,,,
8220DB000157,157,Glasilawn Road,,53.3804116224166,-6.28163782517765,,,,
8220DB000158,158,Griffith Road,,53.3814819498289,-6.28356395405038,,,,
8220DB000159,159,Griffith Parade,,53.3827837191573,-6.28283511246108,,,,
8220DB000162,162,Cremore heights,,53.3842061284555,-6.27738092034229,,,,
8220DB000163,163,Wadelai,,53.387150796832,-6.27963743984703,,,,
8220DB000164,164,Beneavin Road,,53.3884303639456,-6.28048792293046,,,,
8220DB000165,165,Beneavin Park,,53.3890348746718,-6.28377124881097,,,,
8220DB000166,166,Beneavin School,,53.3895835973683,-6.28630514857364,,,,
8220DB000167,167,Beneavin Road,,53.3901866021356,-6.28698758531706,,,,
8220DB000168,168,Beneavin Park,,53.3892599668872,-6.28442373469442,,,,
8220DB000169,169,Beneavin Court,,53.3884339346693,-6.28011190995853,,,,
8220DB000173,173,Glasnamana Place,,53.3821216122982,-6.28054674839469,,,,
8220DB000174,174,Tolka Estate,,53.3806803549474,-6.28095056210771,,,,
8220DB000175,175,Northland Grove,,53.3784242537309,-6.28156753895514,,,,
8220DB000176,176,Old Finglas Road,,53.3780320419735,-6.27929860607809,,,,
8220DB000177,177,Ballygall Road East,,53.3804683765673,-6.27622403515383,,,,
8220DB000178,178,Fitzmaurice Road,,53.3818902631693,-6.27634698261825,,,,
8220DB000179,179,Ballygall Road East,,53.3803034312762,-6.27600521980133,,,,
8220DB000181,181,Cremore Avenue,,53.3771498433764,-6.27422370686192,,,,
8220DB000182,182,Met Eireann,,53.3756567668221,-6.26980505970865,,,,
8220DB000183,183,Botanic Gardens,,53.3723159291215,-6.26875318486038,,,,
8220DB000184,184,Botanic Road,,53.3697036819826,-6.26897935449929,,,,
8220DB000185,185,St Teresa's Place,,53.3681009359861,-6.27002113927784,,,,
8220DB000186,186,Lindsay Grove,,53.365355342635,-6.27158997755118,,,,
8220DB000187,187,Phibsborough Road,,53.3627342523604,-6.27244736533831,,,,
8220DB000188,188,North Circular Road,,53.3601206877553,-6.27258314915011,,,,
8220DB000189,189,Fire Station,,53.3571674394883,-6.27346881555339,,,,
8220DB000190,190,Broadstone,,53.3551257304144,-6.27337107400574,,,,
8220DB000191,191,Western Way,,53.3550179485755,-6.26903378050291,,,,
8220DB000192,192,Mountjoy Street,,53.3563972112359,-6.26807646963914,,,,
8220DB000193,193,Finglas Park,,53.3911963059787,-6.29410403487394,,,,
8220DB000194,194,Western Way,,53.3550406495518,-6.26997931103774,,,,
8220DB000195,195,Broadstone,,53.3550117778767,-6.27357097973096,,,,
8220DB000196,196,Fire Station,,53.3568838992907,-6.27375070406954,,,,
8220DB000197,197,Monck Place,,53.358952631612,-6.27323137351172,,,,
8220DB000198,198,Phibsborough SC,,53.3616253828786,-6.27283781041661,,,,
8220DB000199,199,Munster Street,,53.3636218114982,-6.27229124622519,,,,
8220DB000200,200,Prospect Way,,53.3674226926312,-6.27159644393802,,,,
8220DB000201,201,Botanic Road,,53.3682910986599,-6.27011862691081,,,,
8220DB000202,202,Fairfield Road,,53.3700800875498,-6.26890397753376,,,,
8220DB000203,203,Whitehall College,,53.3763927937136,-6.25001002810673,,,,
8220DB000204,204,Highfield Hospital,,53.379588357567,-6.24666219273761,,,,
8220DB000205,205,Iveragh Road,,53.3813753269372,-6.24532604699473,,,,
8220DB000206,206,Collins Avenue West,,53.3835460890329,-6.24747670792428,,,,
8220DB000207,207,Larkhill Road,,53.3848216307362,-6.24987478276802,,,,
8220DB000208,208,Glendun Road,,53.3866539303158,-6.24795040815756,,,,
8220DB000209,209,Larkhill Road,,53.387271110529,-6.24591044728042,,,,
8220DB000210,210,Crestfield Road,,53.3875940812728,-6.24831772849056,,,,
8220DB000211,211,Collins Avenue,,53.3842808561631,-6.24916033059417,,,,
8220DB000212,212,Whitehall,,53.3831956351277,-6.24625839753322,,,,
8220DB000213,213,Iveragh Road,,53.3814495440234,-6.24487202356896,,,,
8220DB000214,214,Highfield Hospital,,53.379408483573,-6.24665455182556,,,,
8220DB000215,215,Collins Avenue,,53.3818722870048,-6.2424494292295,,,,
8220DB000216,216,Beaumont Road,,53.3823308174836,-6.23819131969338,,,,
8220DB000217,217,Grace Park Court,,53.384323621843,-6.23680112220447,,,,
8220DB000218,218,Shantalla Road,,53.3859238989699,-6.2337883241109,,,,
8220DB000220,220,Swords Road,,53.3879405396554,-6.24498084117383,,,,
8220DB000228,228,Shanliss Road,,53.391877392779,-6.25971957291398,,,,
8220DB000233,233,Beaumont Road,,53.3858213105789,-6.23353699415902,,,,
8220DB000234,234,Beaumont Grove,,53.3849504827242,-6.23482084271804,,,,
8220DB000235,235,Collinswood,,53.3832966131819,-6.23724945651059,,,,
8220DB000236,236,Yellow Road,,53.3820247430957,-6.23815886003786,,,,
8220DB000237,237,Swords Road,,53.3820319328819,-6.24352519975875,,,,
8220DB000242,242,Coolgreena Road,,53.3856548985671,-6.23201042765,,,,
8220DB000243,243,Lady of Mercy,,53.3857800608389,-6.22953967454698,,,,
8220DB000244,244,Skelly's Lane,,53.3849982136853,-6.22349851566417,,,,
8220DB000245,245,Whitethorn Crescent,,53.38447224442,-6.21956660604612,,,,
8220DB000246,246,Artane Castle,,53.3851504766469,-6.21623087716996,,,,
8220DB000247,247,Ardlea Road,,53.3869761610588,-6.21450075590277,,,,
8220DB000248,248,Maryfield Drive,,53.3855645601725,-6.21446963135785,,,,
8220DB000249,249,Artane Castle,,53.3849335491788,-6.21614974496396,,,,
8220DB000250,250,Skelly's Lane,,53.3844194499785,-6.22024531610136,,,,
8220DB000251,251,Elmount Crescent,,53.3848322787448,-6.22321978633312,,,,
8220DB000252,252,Lady of Mercy,,53.3855680158371,-6.22796991791541,,,,
8220DB000253,253,Beaumont Hospital,,53.3899625746413,-6.22429914227646,,,,
8220DB000254,254,Beaumont Hospital,,53.3902652984433,-6.22410611366838,,,,
8220DB000255,255,Coolgreena Road,,53.3855938804189,-6.23153187241743,,,,
8220DB000260,260,Parnell Square East,,53.3542939896038,-6.26312912620226,,,,
8220DB000261,261,Parnell Square East,,53.3540562845333,-6.26285336122226,,,,
8220DB000262,262,Parnell Square East,,53.3539469610394,-6.26275264892108,,,,
8220DB000263,263,Parnell Square East,,53.3537456234947,-6.2625054539801,,,,
8220DB000264,264,Parnell Square East,,53.3535353026712,-6.26225862681692,,,,
